date,buyer_class,allotment_amount,share_of_instrument,instrument
2022-09-30,foreign_official,228.5123318,0.10094928561844742,bills
2022-09-30,dealers,163.3854859,0.41660177993506076,nominal_coupons
2022-09-30,fed,107.9795748,0.2753272900008007,nominal_coupons
2022-09-30,foreign_official,120.8211799,0.3080709300641385,nominal_coupons
2022-12-31,dealers,1993.5085162,0.7693255572153381,all_instruments
2022-12-31,fed,269.9120582,0.10416320917939893,all_instruments
2022-12-31,foreign_official,327.8211925,0.12651123360526287,all_instruments
2022-12-31,dealers,1847.1340747,0.8009412162411784,bills
2022-12-31,fed,219.9398746,0.0953687732119104,bills
2022-12-31,foreign_official,239.1303479,0.10369001054691124,bills
2022-12-31,dealers,146.3744415,0.5135270168306577,nominal_coupons
2022-12-31,fed,49.9721836,0.17531794557605143,nominal_coupons
2022-12-31,foreign_official,88.69084459999999,0.31115503759329083,nominal_coupons
2023-03-31,dealers,2274.9056735,0.749282384877458,all_instruments
2023-03-31,fed,254.2059806,0.08372745543380475,all_instruments
2023-03-31,foreign_official,507.00092429999995,0.16699015968873732,all_instruments
2023-03-31,dealers,2120.89047,0.8026392362918677,bills
2023-03-31,fed,183.9729237,0.06962353269329842,bills
2023-03-31,foreign_official,337.5323105,0.12773723101483386,bills
2023-03-31,dealers,154.0152035,0.3911826329845428,nominal_coupons
2023-03-31,fed,70.23305690000001,0.17838467564466914,nominal_coupons
2023-03-31,foreign_official,169.46861379999999,0.43043269137078805,nominal_coupons
2023-06-30,dealers,2249.5540395999997,0.7555394086517165,all_instruments
2023-06-30,fed,256.7978533,0.0862486051945708,all_instruments
2023-06-30,foreign_official,471.0626719,0.15821198615371268,all_instruments
2023-06-30,dealers,2120.7195718,0.7948362379958107,bills
2023-06-30,fed,181.4951451,0.0680235709916825,bills
2023-06-30,foreign_official,365.9066777,0.1371401910125068,bills
2023-06-30,dealers,128.8344678,0.4165448196502078,nominal_coupons
2023-06-30,fed,75.3027082,0.2434670903056365,nominal_coupons
2023-06-30,foreign_official,105.1559942,0.3399880900441558,nominal_coupons
2023-09-30,dealers,2593.6074694999998,0.7919238185848496,all_instruments
2023-09-30,fed,201.6771635,0.061579460777490276,all_instruments
2023-09-30,foreign_official,479.78729769999995,0.1464967206376601,all_instruments
2023-09-30,dealers,2472.8470042999998,0.8209446726336933,bills
2023-09-30,fed,147.4553724,0.048952766674404215,bills
2023-09-30,foreign_official,391.894531,0.1301025606919024,bills
2023-09-30,dealers,120.7604652,0.4593835649421893,nominal_coupons
2023-09-30,fed,54.221791100000004,0.2062645225141835,nominal_coupons
2023-09-30,foreign_official,87.8927667,0.3343519125436272,nominal_coupons
2023-12-31,dealers,2861.8695628,0.8133263722567644,all_instruments
2023-12-31,fed,147.7795519,0.04199807300894686,all_instruments
2023-12-31,foreign_official,509.07308639999997,0.14467555473428872,all_instruments
2023-12-31,dealers,2681.0181266,0.8343610777487535,bills
2023-12-31,fed,143.5864172,0.044685605299135074,bills
2023-12-31,foreign_official,388.6543175,0.12095331695211158,bills
2023-12-31,dealers,180.8514362,0.5920561083317273,nominal_coupons
2023-12-31,fed,4.1931347,0.013727129097538926,nominal_coupons
2023-12-31,foreign_official,120.4187689,0.3942167625707339,nominal_coupons
2024-03-31,dealers,3175.0928521,0.8263746877594864,all_instruments
2024-03-31,fed,132.8443273,0.0345751115343127,all_instruments
2024-03-31,foreign_official,534.2580126,0.1390502007062009,all_instruments
2024-03-31,dealers,2999.0775806,0.851909540074822,bills
2024-03-31,fed,115.5023506,0.03280927276230089,bills
2024-03-31,foreign_official,405.83795299999997,0.1152811871628771,bills
2024-03-31,dealers,176.0152715,0.5470095846827145,nominal_coupons
2024-03-31,fed,17.3419767,0.05389434332261512,nominal_coupons
2024-03-31,foreign_official,128.4200596,0.39909607199467034,nominal_coupons
2024-06-30,dealers,2821.7923157,0.8065722370853877,all_instruments
2024-06-30,fed,162.6052205,0.04647856460971074,all_instruments
2024-06-30,foreign_official,514.1016508,0.1469491983049016,all_instruments
2024-06-30,dealers,2605.4975945,0.8392535684613366,bills
2024-06-30,fed,125.4692301,0.04041473663833066,bills
2024-06-30,foreign_official,373.5747495,0.12033169490033276,bills
2024-06-30,dealers,216.2947212,0.5490304391069175,nominal_coupons
2024-06-30,fed,37.1359904,0.09426392379280253,nominal_coupons
2024-06-30,foreign_official,140.5269013,0.35670563710028,nominal_coupons
2024-09-30,dealers,2902.2236233000003,0.7815449523203009,all_instruments
2024-09-30,fed,201.30168989999999,0.05420888947764891,all_instruments
2024-09-30,foreign_official,609.9189547000001,0.16424615820205024,all_instruments
2024-09-30,dealers,2701.9421424,0.8264398912917011,bills
2024-09-30,fed,116.5041619,0.03563499209873634,bills
2024-09-30,foreign_official,450.9289653,0.13792511660956255,bills
2024-09-30,dealers,200.2814809,0.4510143281037955,nominal_coupons
2024-09-30,fed,84.797528,0.19095574859903477,nominal_coupons
2024-09-30,foreign_official,158.9899894,0.3580299232971698,nominal_coupons
2024-12-31,dealers,3043.5073699,0.7753858089081307,all_instruments
2024-12-31,fed,181.7839288,0.04631258004271477,all_instruments
2024-12-31,foreign_official,699.8609738,0.17830161104915454,all_instruments
2024-12-31,dealers,2861.1482476,0.8022792261963914,bills
2024-12-31,fed,129.022949,0.036178632747228386,bills
2024-12-31,foreign_official,576.103679,0.16154214105638023,bills
2024-12-31,dealers,182.3591223,0.5081376644927397,nominal_coupons
2024-12-31,fed,52.7609798,0.14701672564433382,nominal_coupons
2024-12-31,foreign_official,123.7572948,0.3448456098629264,nominal_coupons
2025-03-31,dealers,2871.1379245000003,0.7580511745829555,all_instruments
2025-03-31,fed,225.9335519,0.059652026095305094,all_instruments
2025-03-31,foreign_official,690.4537208,0.18229679932173942,all_instruments
2025-03-31,dealers,2700.8580943,0.7952592009665008,bills
2025-03-31,fed,119.66102120000001,0.03523381265649619,bills
2025-03-31,foreign_official,575.6793705,0.16950698637700293,bills
2025-03-31,dealers,170.2798302,0.43513469775124314,nominal_coupons
2025-03-31,fed,106.2725307,0.27156983578789246,nominal_coupons
2025-03-31,foreign_official,114.7743503,0.29329546646086446,nominal_coupons
2025-06-30,dealers,2693.2922862,0.7457392004581026,all_instruments
2025-06-30,fed,292.4555782,0.08097731916207798,all_instruments
2025-06-30,foreign_official,625.8261075,0.1732834803798194,all_instruments
2025-06-30,dealers,2503.1401161,0.7884157311079043,bills
2025-06-30,fed,160.103985,0.05042806016937373,bills
2025-06-30,foreign_official,511.654645,0.16115620872272204,bills
2025-06-30,dealers,190.1521701,0.43545444958924895,nominal_coupons
2025-06-30,fed,132.3515932,0.30308931072865086,nominal_coupons
2025-06-30,foreign_official,114.1714625,0.26145623968210013,nominal_coupons
2025-09-30,dealers,2865.3723675,0.749035659746309,all_instruments
2025-09-30,fed,263.9333664,0.06899469872496015,all_instruments
2025-09-30,foreign_official,696.1094252,0.18196964152873088,all_instruments
2025-09-30,dealers,2705.8501342,0.7905911401325594,bills
2025-09-30,fed,154.7221973,0.04520649418870606,bills
2025-09-30,foreign_official,561.9933878,0.16420236567873464,bills
2025-09-30,dealers,159.5222333,0.3959847465077696,nominal_coupons
2025-09-30,fed,109.2111691,0.27109673816158053,nominal_coupons
2025-09-30,foreign_official,134.1160374,0.33291851533064987,nominal_coupons
2025-12-31,dealers,2993.5488483,0.7523280265943609,all_instruments
2025-12-31,fed,248.9862696,0.06257434180960031,all_instruments
2025-12-31,foreign_official,736.5122424000001,0.18509763159603881,all_instruments
2025-12-31,dealers,2839.2274238,0.7934153949428063,bills
2025-12-31,fed,166.6353757,0.04656586200675258,bills
2025-12-31,foreign_official,572.6251425,0.1600187430504412,bills
2025-12-31,dealers,154.3214245,0.3852647508700459,nominal_coupons
2025-12-31,fed,82.3508939,0.20558970813744065,nominal_coupons
2025-12-31,foreign_official,163.8870999,0.4091455409925135,nominal_coupons
2026-03-31,dealers,2028.1560745000002,0.7355789648787551,all_instruments
2026-03-31,fed,225.1030847,0.08164119917421116,all_instruments
2026-03-31,foreign_official,503.9649749,0.18277983594703368,all_instruments
2026-03-31,dealers,1903.9503927,0.805921475016748,bills
2026-03-31,fed,115.2511343,0.04878455053689242,bills
2026-03-31,foreign_official,343.24996699999997,0.14529397444635958,bills
2026-03-31,dealers,124.20568180000001,0.3146258610235436,nominal_coupons
2026-03-31,fed,109.85195039999999,0.2782663721887448,nominal_coupons
2026-03-31,foreign_official,160.71500790000002,0.40710776678771166,nominal_coupons
