date,banks_vs_foreigners_official,banks_vs_foreigners_private,banks_vs_money_market_funds,foreigners_official_vs_foreigners_private,foreigners_official_vs_money_market_funds,foreigners_private_vs_money_market_funds
2017-03-31,0.17975525118643507,0.1797552511864364,0.3381849904700229,1.0,-0.3160518024586793,-0.3160518024586776
2017-06-30,0.1328186643946292,0.13281866439462967,0.47394751725114487,1.0000000000000004,-0.2769226119338843,-0.2769226119338833
2017-09-30,0.05176968946768865,0.0517696894676895,0.4541084357399307,1.0000000000000002,-0.27282775705667456,-0.2728277570566738
2017-12-31,0.038182479715163954,0.03818247971516473,0.45514865613045796,1.0,-0.3009817457462128,-0.300981745746212
2018-03-31,0.10043769123375261,0.10043769123375353,0.33906058035485176,1.0000000000000002,-0.2968876776242581,-0.2968876776242575
2018-06-30,-0.1051912819091597,-0.10519128190915883,0.267092228109791,1.0000000000000002,-0.3078996059591451,-0.3078996059591451
2018-09-30,-0.09158089238806039,-0.09158089238805954,0.2796202592479129,0.9999999999999999,-0.3142131264647084,-0.31421312646470834
2018-12-31,-0.07378389779572066,-0.07378389779572057,0.3582139557976505,1.0000000000000002,-0.30919896732194424,-0.3091989673219445
2019-03-31,-0.21672542031833034,-0.21672542031833011,0.36735744995333663,1.0,-0.2101071381448027,-0.21010713814480356
2019-06-30,-0.18626769285876435,-0.1862676928587632,0.32383583918706094,1.0000000000000002,-0.29795149653938197,-0.29795149653938463
2019-09-30,0.13543557274955087,0.13543557274955112,0.4689962991314652,1.0,0.014597032311431085,0.014597032311429238
2019-12-31,0.10928790432209015,0.10928790432209035,0.4813726124045018,1.0,-0.0017245092619746162,-0.001724509261976531
2020-03-31,0.04334559069094355,-0.029023039422622125,0.4342787998685694,-0.9905424525473282,-0.37342938361946154,0.37421494630022245
2020-06-30,0.07301581532780285,-0.045160962972199,0.8411237281963517,-0.9903100031033562,-0.10570897526838004,0.1281049048347156
2020-09-30,0.0876679074039495,-0.06461409856970222,0.7796765505811091,-0.9907352649696026,-0.10867629183025686,0.12834435162929433
2020-12-31,0.08470298075729647,-0.0614249575117471,0.7810895379895837,-0.9907266610917489,-0.11232212581570634,0.13230478726364142
2021-03-31,0.09588379578791223,-0.07099183931140556,0.781854211810488,-0.9909347741899983,-0.1105825148095331,0.13056426064331103
2021-06-30,0.10656043904038744,-0.0731349318282783,0.6621829934559245,-0.9899946046786988,-0.11558350957319002,0.11973154243488594
2021-09-30,0.11211413738602395,-0.07954704081333702,0.43830366138621163,-0.9912532623974419,-0.12143283247326321,0.12976075989618213
2021-12-31,0.11912099862390042,-0.08112169086841099,0.40834781435888334,-0.9928560913399428,-0.12034632321554677,0.13434683568555278
2022-03-31,0.12758252371517997,-0.0812795992119907,0.4071539413325778,-0.9911878819914343,-0.11875897410369193,0.13628706988281208
2022-06-30,0.15444791124293666,-0.09860078819455835,0.39931482602919505,-0.9888712537869457,-0.11709133600546971,0.1498081343974661
2022-09-30,0.13781397576995136,-0.054146143056369306,0.43096800162035503,-0.9875718814297328,-0.12170432186332478,0.16237979825017246
2022-12-31,0.12633763911233015,-0.0418314204441787,0.4533176490049121,-0.9878755523535251,-0.12710095850426795,0.1721275690573434
2023-03-31,0.1018648035294905,-0.05041568643895091,0.44914309252142304,-0.9861227864990492,-0.13497162987708444,0.18060605720818831
2023-06-30,0.08653215971018087,-0.041221695420525,0.38364528834896333,-0.9861876007130895,-0.12366623871750797,0.1687910420410191
2023-09-30,0.08355300121025261,-0.035410933474351855,0.32163207194022914,-0.985842816087135,-0.105481252434533,0.1388276446012761
2023-12-31,0.08362232250489483,-0.021017481434101894,0.34230877537784044,-0.9811399471261507,-0.08864388679589935,0.14736962856947372
2024-03-31,0.10147049223379612,-0.030727205934967677,0.3593484925413523,-0.9813899178662441,-0.08148038645372098,0.14296347617873303
2024-06-30,0.09495617639930792,-0.02706348044298997,0.37094501778926875,-0.9814068460136384,-0.07586220478427073,0.13895018807770665
2024-09-30,0.08562585443846785,-0.018603550000022295,0.3680473107673563,-0.9783894376582062,-0.08104203599229239,0.14600648783925158
2024-12-31,0.08957639166600903,-0.026366522475174937,0.36905940282530564,-0.9769872350505533,-0.07313431990789478,0.12737646494225882
2025-03-31,0.2561129339690506,0.21666970460734303,0.38374367325320907,0.82657525507859,0.4500903758856627,0.14092635655446775
2025-06-30,0.07057150235606052,0.22997016940150075,0.004425791836884803,0.8729229715882616,0.33464739467713517,0.19061889515803285
2025-09-30,0.04495744453024713,0.2508268592330825,0.09052179876491796,0.9018523743839477,0.32046128887321496,0.19269083055556815
2025-12-31,0.050942526648856935,0.2514890889182984,0.0764849438267398,0.9060147051134115,0.3080695874049128,0.15971718506593052
